Start Time,End Time,Sentence
"00:08:45,000","00:08:46,000",وفيه ناس لا بيقولك أنا
"00:08:46,000","00:08:47,000",بحاسب كل شي
"00:08:47,000","00:08:48,000",أيوة أنا مش عايز أعرف عن الناس
"00:08:48,000","00:08:49,000",أنا عايز أعرف عنك أنت
"00:08:49,000","00:08:50,000",بتعرف عليك أنت
"00:08:50,000","00:08:51,000",أنا صراحة
"00:08:51,000","00:08:53,000",بستمتع إني أنا أدفع دائما
"00:08:53,000","00:08:54,000",تستمتع؟
"00:08:54,000","00:08:55,000",بستمتع
"00:08:55,000","00:08:57,000",يعني أنا بستمتع لما أنا حاسب عن الناس
"00:08:57,000","00:08:59,000",يعني بحب هذا الشعور قوي
"00:08:59,000","00:09:01,000",تستمتع بتستمتع يعني؟
"00:09:01,000","00:09:01,000",آه والله
"00:09:01,000","00:09:02,000",مش حجزب عليك
"00:09:03,000","00:09:04,000",لا والله كثير هيك
"00:09:04,000","00:09:05,000",طب هو بتستمتع يعني وراضي
"00:09:05,000","00:09:07,000",مش اللي هو بقى بتقفقف
"00:09:07,000","00:09:08,000",أنا هيدا أنا أدفع لك ده وده وده
"00:09:08,000","00:09:09,000",طب لو أنا خارجين مثلاً
"00:09:09,000","00:09:11,000",وصحابي البنات جم قعدوا معينا
"00:09:11,000","00:09:12,000",هتدفع لهم برضه
"00:09:12,000","00:09:13,000",ولا هتقولهم لا حاسبوا
"00:09:13,000","00:09:13,000",شيلوا سليطكوا بقى
"00:09:14,000","00:09:15,000",ما أتوقعش
"00:09:15,000","00:09:16,000",بس ممكن أحاسب عنك صراحة
"00:09:16,000","00:09:17,000",أكيد
"00:09:17,000","00:09:18,000",بس مش ها
"00:09:18,000","00:09:19,000",بس صحابي نو
"00:09:19,000","00:09:19,000",بس أنا
"00:09:19,000","00:09:20,000",طب لو عيد ميلادي مثلاً
"00:09:20,000","00:09:22,000",آه أكيد أنا هحاسب عن كل حاجة
"00:09:33,000","00:09:35,000",هحوش لها بالمصري؟
"00:09:35,000","00:09:36,000",هتحوش لها آه
"00:09:36,000","00:09:37,000",هحوش لها بالمصري يعني
"00:09:37,000","00:09:39,000",يعني مقعد أحوش فلوس
"00:09:39,000","00:09:41,000",أحط فلوس فوق فلوس فوق فلوس
"00:09:41,000","00:09:42,000",عشان أجيب لك الهداية اللي أنت عايزها
"00:09:42,000","00:09:44,000",سارة أنا عندي مشكلة شوي يعني بالمصري
"00:09:44,000","00:09:45,000",فعشان هيك مش عم بفهم كل
"00:09:45,000","00:09:47,000",لا عايزي هتتعود
"00:09:47,000","00:09:47,000",هتعوديني؟
"00:09:47,000","00:09:49,000",اللقنة سهلة بس لما تاخد عليها
"00:09:49,000","00:09:50,000",كده كده يعني
"00:09:50,000","00:09:52,000",كده كده ده كلمتي
"00:09:52,000","00:09:54,000",هاي الكلمة تعلمتها جديد
"00:09:54,000","00:09:54,000",كده كده
"00:09:56,000","00:09:58,000",يعني اسمها أنا ما أبقي كرات
"00:09:58,000","00:09:59,000",سرعة
"00:10:00,000","00:10:02,000",بالعادة أنا بحسه صعب
"00:10:02,000","00:10:03,000",فمعطيك ريت قسطوري
"00:10:03,000","00:10:05,000",عشان أنت فيكي وأنا كمان
"00:10:05,000","00:10:06,000",هتتفاجئ
"00:10:06,000","00:10:08,000",بما أنه أنا معطيك هذا الريت معناتو
"00:10:08,000","00:10:09,000",إحنا عم نوصل لمكان حلو جداً
"00:10:09,000","00:10:11,000",مع أنها كانت روف ستورت
"00:10:11,000","00:10:12,000",بس دلوقتي لا خلاص
"00:10:12,000","00:10:15,000",لا دلوقتي بقينا حبايب وزاز قوي
"00:10:15,000","00:10:16,000",يا رب نفضل كده لآخر الحلقة
"00:10:16,000","00:10:17,000",لا لا كده هنفضل
"00:10:17,000","00:10:19,000",هنكون أحسن من كده بحس
"00:10:19,000","00:10:20,000",وأنا كمان برضه
"00:10:31,000","00:10:32,000",ستيك ترياكي
"00:10:32,000","00:10:34,000",والله وشكله زاكي قوي
"00:10:34,000","00:10:36,000",أنا مش عارفة ده تشيكن ولا شريمتة ولا إيه
"00:10:36,000","00:10:37,000",لا تشيك
"00:10:37,000","00:10:38,000",أنت بتحب الستيك؟
"00:10:38,000","00:10:39,000",أحب الستيك جداً
"00:10:40,000","00:10:41,000",جداً
"00:10:41,000","00:10:42,000",شوف لي كيه إذا إنه زاكي أو لا
"00:10:42,000","00:10:43,000",ماشي يلا وأنا كمان هدو
"00:10:44,000","00:10:46,000",جداً جيد
"00:10:46,000","00:10:48,000",حسونة أنت بتحب الليلة وكده
"00:10:48,000","00:10:51,000",ولا بتفضل أن أنت مثلاً تخرج في حتة هادية بقى
"00:10:51,000","00:10:53,000",شوفي مبدئياً أنا حسونة حبها قوي صراحة
"00:10:54,000","00:10:56,000",يعني آه حبيتها منك يعني
"00:10:56,000","00:10:58,000",هيطلع معك غزل منيح
"00:10:58,000","00:10:59,000",أيوة ححاول هحاول هنشوف
"00:10:59,000","00:11:00,000",شربنا في الغزل؟
"00:11:00,000","00:11:01,000",معرفش هنشوف
"00:11:01,000","00:11:03,000",طيب أوكي هجوبك على السؤال
"00:11:03,000","00:11:04,000",إذا كنت في الأردن مثلاً
"00:11:04,000","00:11:07,000",يعني بضل رايق وهادي
"00:11:07,000","00:11:08,000",إذا طلعت برا بسافر برا
"00:11:08,000","00:11:10,000",ممكن أطلع أسهر في أماكن
"00:11:10,000","00:11:11,000",أجرب أماكن جديدة
"00:11:11,000","00:11:14,000",أنا لازم أحكي لك شغلة عني سارة
"00:11:14,000","00:11:15,000",أنا بقدر أصحابي كتير
"00:11:15,000","00:11:18,000",طيب لما يبقى فيه بارتنير وأصحابك
"00:11:18,000","00:11:19,000",إزاي هتعمل توافق بينهم؟
"00:11:19,000","00:11:21,000",لازم الاثنين يتوافقوا مع بعض
"00:11:21,000","00:11:22,000",طيب ولو لأ؟
"00:11:22,000","00:11:24,000",إذا ما توافقوش مشكلة
"00:11:24,000","00:11:25,000",يعني عن جد مشكلة
"00:11:25,000","00:11:26,000",لأنه أنا أغلب وقتي
"00:11:26,000","00:11:27,000",يعني مثلاً إذا بشتغل
"00:11:27,000","00:11:29,000",لازم آخر الليل أشوف أصحابي
"00:11:29,000","00:11:30,000",إزاي القهوة عندنا كده؟
"00:11:30,000","00:11:30,000",تقريباً
"00:11:30,000","00:11:32,000",في الأردن بقى إيه المتعرف عليه غير القهوة؟
"00:11:32,000","00:11:34,000",حلقاً إحنا ممكن صراحة نعمل
"00:11:34,000","00:11:35,000",باربيكو نايت
"00:11:35,000","00:11:36,000",ممكن نقعد
"00:11:36,000","00:11:37,000",ممكن نعمل جامعة
"00:11:37,000","00:11:38,000",يعني ممكن أجي؟
"00:11:38,000","00:11:39,000",آه طبعاً ممكن تيجي
"00:11:39,000","00:11:41,000",إنتي لازم تيجي أصلاً يا سارة
"00:11:41,000","00:11:43,000",ما إحنا صرنا يعني مع بعض خلاص
"00:11:43,000","00:11:44,000",يعني إحنا عم نتج المكان حلو
"00:11:44,000","00:11:45,000",طبعاً عندي سؤال
"00:11:45,000","00:11:46,000",عنديك سؤال إسأليها
"00:11:46,000","00:11:48,000",إيه الـPerfect Date في دماغك؟
"00:11:48,000","00:11:50,000",يعني لو أنت الواضح فيه بنت معجبة بيها جداً جداً جداً
"00:11:50,000","00:11:51,000",غيرك؟
"00:11:52,000","00:11:53,000",أيوة غيري؟
"00:11:53,000","00:11:55,000",هيكون فين؟ هيكون عامل إزاي؟
"00:11:55,000","00:11:56,000",هلأ إذا فيه Perfect Date
"00:11:56,000","00:11:58,000",ممكن أجهزله يعني
"00:11:58,000","00:11:58,000",ممكن يكون فيه
"00:11:58,000","00:11:59,000",أيوة إيه بقى؟
"00:11:59,000","00:11:59,000",زي إيه؟
"00:11:59,000","00:12:01,000",أنا عندي مفاجآت أوي
"00:12:01,000","00:12:01,000",واو
"00:12:01,000","00:12:04,000",يعني ممكن أفكر بالموضوع إذا كنت مع شخص مناسب
"00:12:04,000","00:12:06,000",صراحة ممكن أعمل مفاجآت ما حدا بيسويها
"00:12:06,000","00:12:08,000",طب زي إيه؟ قولي بقى يعني عايز أمثال واحد
"00:12:08,000","00:12:11,000",يعني ممكن تكون هي بدها تروح على مسافرة معينة
"00:12:11,000","00:12:15,000",وأحجز لها تيكت وعطيها إياها بطريقة كثير حلوة يعني
"00:12:15,000","00:12:17,000",طيب ممكن تعمل حاجة بقى
"00:12:17,000","00:12:18,000",زي مثلاً سكايديبنج
"00:12:18,000","00:12:19,000",دريم بورك
"00:12:19,000","00:12:20,000",ولا حاجات كده ولا إيه؟
"00:12:20,000","00:12:23,000",أنا شخص بيحب الـAdventures كثير
"00:12:23,000","00:12:25,000",فيعني إذا هي بتحب الـAdventures أكيد
"00:12:25,000","00:12:26,000",أنا نفسي أروح هايكنغ
"00:12:26,000","00:12:26,000",هايكنغ؟
"00:12:27,000","00:12:28,000",أنا حدا بيحب المغامرات
"00:12:28,000","00:12:30,000",هخليك تروحي معاي مغامرات يعني
"00:12:30,000","00:12:31,000",إذا بتحبي طبعاً
"00:12:31,000","00:12:32,000",ألا إذا بحب أنا بحب
"00:12:32,000","00:12:34,000",ممكن تكون Life Style تبعنا قسطوري
"00:12:34,000","00:12:35,000",سوسو بقالك إيه سوسو؟
"00:12:35,000","00:12:36,000",سوسو؟
"00:12:36,000","00:12:37,000",محبتيش؟
"00:12:38,000","00:12:39,000",حسونا أحلى أشيك
"00:12:39,000","00:12:39,000",طيب سارة
"00:12:39,000","00:12:41,000",شوف حاجة غير
"00:12:41,000","00:12:43,000",هو أنا معرفتش لسه اسمك الحقيقة
"00:12:43,000","00:12:44,000",هي سارة هي سارة
"00:12:44,000","00:12:45,000",خلص سارة
"00:12:45,000","00:12:46,000",تاخد points على المحاولة
"00:12:46,000","00:12:47,000",ثانية واحدة
"00:12:47,000","00:12:48,000",خد الوردة عشان حاولت
"00:12:49,000","00:12:50,000",حبيت
"00:12:50,000","00:12:51,000",هاي فيه تطور أنا
"00:12:51,000","00:12:52,000",أنا مبسوط بالتطور اللي جاعد بيصير في عملي
"00:12:52,000","00:12:54,000",طالما فيه تحسن في الأداء
"00:12:54,000","00:12:54,000",وـ
"00:12:54,000","00:12:55,000",You're nicer يبقى خلص
"00:12:56,000","00:12:57,000",إيش رأيك بالـ
"00:12:57,000","00:12:57,000",long distance
"00:12:57,000","00:12:58,000",بما أنه أنا يعني
"00:12:58,000","00:12:59,000",ساكن بالأردن
"00:12:59,000","00:13:00,000",تساكن بمصر
"00:13:00,000","00:13:01,000",فبحس الموضوع شوي
"00:13:01,000","00:13:02,000",أنا بالنسبة إلي
"00:13:02,000","00:13:03,000",هيكون صعب علي شوي
"00:13:03,000","00:13:03,000",فإيش رأيك إنت فيه؟
"00:13:03,000","00:13:05,000",وأنا كمان هيكون صعب جدا
"00:13:05,000","00:13:06,000",أنا بشتاق قوي
"00:13:06,000","00:13:07,000",فيه حاجات كتير قوي
"00:13:07,000","00:13:08,000",ممكن تتحل يعني
"00:13:08,000","00:13:09,000",وأجازات بقى وكده
"00:13:09,000","00:13:10,000",Not enough
"00:13:10,000","00:13:12,000",يعني نكون مع بعض أكتر
"00:13:12,000","00:13:13,000",ممكن تسافر إلى الأردن؟
"00:13:13,000","00:13:14,000",كزيارة
"00:13:14,000","00:13:15,000",لو
"00:13:15,000","00:13:16,000",ما أكذبش عليك بصراحة يحسونا
"00:13:18,000","00:13:19,000",بس ما أقدرش أعيش بره مصر
"00:13:19,000","00:13:19,000",By the way
"00:13:19,000","00:13:21,000",الأردن حلوة جدا
"00:13:21,000","00:13:22,000",بس تأذرها
"00:13:22,000","00:13:23,000",لكن أعيش بره مصر
"00:13:23,000","00:13:24,000",صعب
"00:13:24,000","00:13:25,000",بس شوفي الموضوع هذا
"00:13:25,000","00:13:26,000",يعني بسيط
"00:13:26,000","00:13:27,000",هنلاجي له حل بالآخر يعني
"00:13:27,000","00:13:28,000",ممكن
"00:13:28,000","00:13:29,000",أمور سهلة
"00:13:30,000","00:13:31,000",كده كده هنلاجي له حل
"00:13:31,000","00:13:32,000",أيوة
"00:13:34,000","00:13:35,000",بالله
"00:13:36,000","00:13:36,000",ريتس
"00:13:37,000","00:13:38,000",أطيفين
"00:13:38,000","00:13:39,000",على فكرة أنا
"00:13:39,000","00:13:40,000",موجبة
"00:13:40,000","00:13:41,000",ما أتوقع أكثر مني صراحة
"00:13:41,000","00:13:42,000",يا سلام
"00:13:43,000","00:13:44,000",أنا داي صغيرة فمش عارفة
"00:13:44,000","00:13:45,000",أعبر أكتر من كده
"00:13:45,000","00:13:47,000",أنا بالنسبة لي موضوع الريتس عندي مهم
"00:13:47,000","00:13:48,000",فاليوم
"00:13:48,000","00:13:49,000",أعطيت زيادة
"00:13:49,000","00:13:50,000",وأنا كمان
"00:13:50,000","00:13:51,000",بوردة ولا من غير وردة؟
"00:13:51,000","00:13:53,000",الوردة موجودة على الطاولة يعني
"00:13:53,000","00:13:53,000",مش عارف كده
"00:13:53,000","00:13:54,000",ممكن حسب أو لا
"00:13:54,000","00:13:57,000",أصلا زيادة أعطيتها على الترابيزة فقلت يعني
"00:13:57,000","00:13:58,000",هاي منك فمش حشيلها
"00:13:58,000","00:13:59,000",عرفتين؟
"00:13:59,000","00:14:00,000",أنا زلمة باهتم في التفاصيل جدا
"00:14:00,000","00:14:01,000",خطير
"00:14:01,000","00:14:01,000",حضرية
"00:14:01,000","00:14:02,000",حضرنا آخر الحلقة
"00:14:07,000","00:14:09,000",بتتوقع شكلي
"00:14:09,000","00:14:10,000",كيف رح يكون؟
"00:14:10,000","00:14:11,000",بجد ما عرفش خالص
"00:14:12,000","00:14:13,000",بس حس شعرك بني
"00:14:13,000","00:14:13,000",بني؟
"00:14:14,000","00:14:14,000",جريب
"00:14:14,000","00:14:16,000",طيب وإنت تفتكر شكلي عامل إزاي؟
"00:14:16,000","00:14:18,000",أنا صراحة متوقعك حلوة
"00:14:18,000","00:14:18,000",عندك حق
"00:14:18,000","00:14:20,000",شعرك لونه أسود ممكن
"00:14:20,000","00:14:22,000",عيونك بنية
"00:14:22,000","00:14:22,000",مش كله صح
"00:14:22,000","00:14:23,000",نص نص
"00:14:23,000","00:14:24,000",نص نص؟
"00:14:24,000","00:14:25,000",نكتشف هلأ مع بعض
"00:14:28,000","00:14:29,000",هاي كم تحكي كلمات وردنية
"00:14:29,000","00:14:32,000",أنا بحكي كلمات مصرية فيه كويس
"00:14:32,000","00:14:33,000",كده كده بقى
"00:14:33,000","00:14:34,000",بقولك إيه سارة
"00:14:34,000","00:14:37,000",تفتكرين نطلع مع بعض مرة تانية؟
"00:14:42,000","00:14:43,000",إزايك؟
"00:14:44,000","00:14:45,000",طلعت حلوة قوي
"00:14:46,000","00:14:47,000",في الأخبار
"00:14:47,000","00:14:48,000",مش كله مع بعض كتير
"00:14:48,000","00:14:50,000",يعني هو على الضو شوي
"00:14:51,000","00:14:52,000",بس هو أسود مع بني
"00:14:52,000","00:14:54,000",أعطتك ياس في الأخبار
"00:14:54,000","00:14:56,000",بس إحنا شوي كانت بالبداية صعبة
"00:14:56,000","00:14:57,000",بس عشان
"00:14:57,000","00:14:58,000",بس خلاص
"00:14:58,000","00:15:00,000",لما خلص لجام الحجز صار الموضوع سهل
"00:15:00,000","00:15:01,000",طب قلت ياس ليه؟
"00:15:01,000","00:15:03,000",الموضوع صار كثير أسهل وأحلى وهيك
"00:15:03,000","00:15:04,000",فكينا
"00:15:04,000","00:15:05,000",وأنت طلعت حلوة بعدين
"00:15:05,000","00:15:05,000",فانكيو
"00:15:05,000","00:15:06,000",فهذا إشي كويس
"00:15:06,000","00:15:07,000",فكينا وإنت كمان
"00:15:07,000","00:15:09,000",فهاي ياس الأمور تمام
"00:15:16,000","00:15:16,000",وإنت؟
"00:15:16,000","00:15:17,000",محمد
"00:15:17,000","00:15:17,000",محمد؟
"00:15:17,000","00:15:19,000",بس بيحكولي صباغ يعني
"00:15:19,000","00:15:20,000",كيف شفتي بدات؟
"00:15:20,000","00:15:20,000",كان حلو
"00:15:21,000","00:15:22,000",بتدى صعب
"00:15:22,000","00:15:23,000",بس بقى حلو
"00:15:23,000","00:15:25,000",بعدين مصري وأردني
"00:15:25,000","00:15:26,000",آه بس تعلمت
"00:15:27,000","00:15:28,000",هسه هسه بنشوف
"00:15:28,000","00:15:30,000",آه هسه صوتك هسه كويس
"00:15:30,000","00:15:32,000",هاي الكلمة يعني تعتبر
"00:15:32,000","00:15:33,000",هاي بتحكي
"00:15:33,000","00:15:33,000",وإنت تعلمت إيه؟
"00:15:34,000","00:15:35,000",والله شكله حلو قوي
"00:15:35,000","00:15:37,000",بعدين أنا حسيت في البداية
"00:15:37,000","00:15:38,000",كنا كثير
"00:15:38,000","00:15:40,000",ماخدين الموضوع جدي و
"00:15:40,000","00:15:41,000",تحسوا كان تقديم شغل
"00:15:46,000","00:15:47,000",ما بعرفش
"00:15:47,000","00:15:48,000",بس أنا كنت عارف
"00:15:48,000","00:15:49,000",بنتشوف ما قتلتيني إيه
"00:15:49,000","00:15:50,000",يلا بيني
"00:15:50,000","00:15:51,000",الدريم جاي
"00:15:51,000","00:15:52,000",قتلتيني ستة
"00:15:52,000","00:15:53,000",أنا ما أعطيكي خمسة
"00:15:53,000","00:15:54,000",ليه قتلتني خمسة؟
"00:15:54,000","00:15:55,000",يعني حسيت لسه كنا
"00:15:56,000","00:15:57,000",آه فيه تنشن فبلش تخف
"00:15:57,000","00:15:59,000",هلأ بتشوفي الألقام نيحة بتصير
"00:15:59,000","00:16:01,000",بس المال أنا بس قتلتك إيه؟
"00:16:01,000","00:16:02,000",قلب وفلور
"00:16:02,000","00:16:04,000",أنا قتلتك عشرة وفلور
"00:16:04,000","00:16:05,000",أوكي نايس
"00:16:05,000","00:16:05,000",يعني جريبين من بعض
"00:16:05,000","00:16:06,000",فرنو
"00:16:06,000","00:16:08,000",طيب بس بقى في الليفستايل؟
"00:16:08,000","00:16:09,000",عشان نشبه بعض يعني طلعنا
"00:16:09,000","00:16:10,000",فعلاً؟
"00:16:10,000","00:16:11,000",فكويس يعني
"00:16:11,000","00:16:13,000",طلعنا كثير نشبه بعض وجريبين
"00:16:13,000","00:16:14,000",أنا حبيت صراحة
"00:16:14,000","00:16:15,000",أنت حبيتي تديت؟
"00:16:15,000","00:16:16,000",آه قوي بسطت
"00:16:16,000","00:16:18,000",هنطلع مع بعض مرة تانية؟
"00:16:18,000","00:16:19,000",في الأردن ولا في مصر؟
"00:16:19,000","00:16:20,000",اثنين
"00:16:20,000","00:16:20,000",أوكي
"00:16:20,000","00:16:22,000",ما تنسوش تعملوا لايك للفيديو ده
"00:16:22,000","00:16:23,000",وفولوه بإنستيركل على فيسبوك
"00:16:23,000","00:16:24,000",وإنستجرام
"00:16:24,000","00:16:25,000",وتيك توك وتويتر
"00:16:25,000","00:16:26,000",ومسبسكرايب على يوتيوب
"00:16:26,000","00:16:28,000",لو عايزين تيجوا في دا بلاين ديت شو
"00:16:28,000","00:16:29,000",اعملوا شير للفيديو ده
"00:16:29,000","00:16:31,000",والتاج لثلاثة من صحابكم في الكومنتز
"00:16:32,000","00:16:32,000",طيب قولك إيه؟
"00:16:32,000","00:16:33,000",همم
"00:16:33,000","00:16:34,000",بتيجي على الأردن
"00:16:34,000","00:16:36,000",هتقعديني فين في الأردن؟
"00:16:36,000","00:16:37,000",في الأردن فيها حاجات كثير حلوة
"00:16:39,000","00:16:40,000",يعني فيها عنا البترة
"00:16:40,000","00:16:41,000",فيها عنا الأحلمية
"00:16:41,000","00:16:42,000",أنت تعالي والموضوع سهل
"00:16:44,000","00:16:45,000",تفكر في الموضوع؟
"00:16:45,000","00:16:46,000",ما تخليك في مصر؟
"00:16:46,000","00:16:47,000",في مصر ليه؟
"00:16:55,000","00:16:57,000",ترجمة نانسي قنقر
