Start Time,End Time,Sentence,Translation,Emotion
"00:22:36,000","00:22:37,000",وقت الزفة,It's time to vomit.,neutral
"00:22:42,000","00:22:44,000",هي الفرح بيبدأ بالزفة,She's the joy of starting to bleed.,neutral
"00:22:44,000","00:22:45,000",وبعدين الفرس دانس,"And then the pony, Dance.",neutral
"00:22:45,000","00:22:48,000",وبعدين الصحاب بيدخلوا بنرقص كلنا مع بعض,And then the guys would have let us all dance together.,neutral
"00:22:48,000","00:22:51,000",يعني أصحاب يرقصوا مع صحاباتك زي كده تحسي,"It means friends who dance with your friends, like you feel.",anger
"00:22:51,000","00:22:53,000",يمكن واحدة تلاقي عريس زيك كده جميل,"One can meet a groom, Zeke. That's nice.",neutral
"00:22:53,000","00:22:55,000",أميزيك أميزيك أميزيك أميزيك,"Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek, Amizek,",neutral
"00:22:55,000","00:22:56,000",مستحيل,No way.,neutral
"00:22:58,000","00:23:01,000",أنت ليه عايز تعمل فرح مع صحابك الرجالة دول,You wouldn't want to do joy with your fellow men.,anger
"00:23:01,000","00:23:02,000",وإنت ممكن تخرج معاك,And you could go out with you.,neutral
"00:23:02,000","00:23:03,000",إحنا كده,We are.,neutral
"00:23:03,000","00:23:04,000",وأنا كده بقى,And so did I.,neutral
"00:23:04,000","00:23:06,000",طب ما تروح حفلة العمرو دياب,"Some kind of gig for the age party, Diab.",neutral
"00:23:06,000","00:23:08,000",حلو برضو عادي بس حلو إنه حيجي فرحة فهمتي,"It's sweet, it's sweet, it's sweet, it's happy, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet, it's sweet.",anger
"00:23:08,000","00:23:09,000",آه هو جاي لك مخصوص بقى,"Oh, it's Jay for you, especially for the rest of your life.",anger
"00:23:09,000","00:23:11,000",إيه وحتكون مرة ماميري جامدة,"Eh, and it's gonna be a cold mami once.",neutral
"00:23:11,000","00:23:12,000",الإيجو بتاك,Ego Patch.,neutral
"00:23:12,000","00:23:13,000",ليه إيجو,"Why, Ego...",neutral
"00:23:13,000","00:23:14,000",ما عندي إيجو,I don't have Ego.,neutral
"00:23:14,000","00:23:15,000",آه صحيح,"Oh, right.",neutral
"00:23:15,000","00:23:16,000",والله ما عندي,And God doesn't have it.,neutral
"00:23:16,000","00:23:17,000",عمرو دياب جاي فرحة مرة رسول,Omar Diab Jay is joyous once a messenger.,neutral
"00:23:17,000","00:23:18,000",عمل كومبو كونسرت,Combo Consert's business.,neutral
"00:23:18,000","00:23:20,000",عمرو دياب تمرحزني,Imro Diab is sad.,neutral
"00:23:20,000","00:23:21,000",عبد المجيد عبد الله,Abd al-Majid Abdullah,neutral
"00:23:21,000","00:23:22,000",أول واحد يسويها أنا,First one to settle.,neutral
"00:23:22,000","00:23:24,000",بس نلحق قبل ما يعتزل,We'll catch up before he quits.,neutral
"00:23:24,000","00:23:25,000",كلهم لازم نلحقهم قبل ما يعتزلوا,We all have to catch up before they quit.,neutral
"00:23:26,000","00:23:28,000",طب إنت نويت الجوز إمتى يعني بالشكل دا كده على كم سنة,You're a walnut doctor. When does that mean so much for how many years?,anger
"00:23:28,000","00:23:30,000",الله ما يعرف إلا من ربنا يسرها,Allah knows only from our Lord.,neutral
"00:23:30,000","00:23:33,000",طيب أنا عندي سؤال بقى تاني أهم بقى من الفرح خالص,"Well, I've got one question left. The most important remains of pure joy.",anger
"00:23:34,000","00:23:35,000",بالنسبة للهانيمون,For the Hannimons.,neutral
"00:23:35,000","00:23:37,000",طبعاً إنت اللي هتدفع كل حاجة,"Of course, you're the one who's gonna pay for everything.",anger
"00:23:38,000","00:23:39,000",كل القرارات للبنت,All the decisions for the girl.,neutral
"00:23:39,000","00:23:40,000",إنت هتقولي كل شي,You're gonna say everything.,neutral
"00:23:40,000","00:23:42,000",أنا قرر وإنت تدفع,I've decided and you're paying.,neutral
"00:23:43,000","00:23:45,000",ده زي قراري كده لما سألتيني الفرح ميكس ولا,"It's my decision costume. You wouldn't have asked me to be happy, Meeks.",anger
"00:23:45,000","00:23:47,000",هذا شي أصلاً منتهي من قبل اللي هيبدأ,This is already over by what it begins with.,neutral
"00:23:47,000","00:23:48,000",طب سألتني ليه,"Doctor, you asked me why.",neutral
"00:23:48,000","00:23:50,000",أنا قلتلك الهانيمون حيكون,"I told you, Hanyun Haikuon.",neutral
"00:23:50,000","00:23:53,000",على إنه البنت تطلب كل حاجة في الهانيمون,It's the girl asking for everything in the Hanemon.,anger
"00:23:53,000","00:23:55,000",هي اللي تبغى إن شاء الله لو تبقى تطلع المريخ,"God willing, she should still be looking for Mars.",neutral
"00:23:55,000","00:23:57,000",صعب بس نحن نكلم إلو المسك نشوف حل معاه ولا حاجة,"It's hard, but we're talking. Ello, we'll figure something out.",anger
"00:23:57,000","00:23:59,000",مش صاحبك يعني,Doesn't your buddy mean,neutral
"00:24:01,000","00:24:03,000",إديتك رقم حلو عمات,Yours is an aunty number.,neutral
"00:24:03,000","00:24:04,000",نفس,Same.,neutral
"00:24:04,000","00:24:06,000",عشان إنت قلت حاجة حلو,Because if you said sweet need...,neutral
"00:24:06,000","00:24:08,000",إيه وأنا كمان نفس الشي بالضبط,"Eh, and I'm exactly the same.",neutral
"00:24:08,000","00:24:09,000",إنت قلت كل حاجة حلوة,You said all the sweet stuff.,neutral
"00:24:09,000","00:24:10,000",ربنا يخليك,May God free you.,neutral
"00:24:11,000","00:24:13,000",أخيراً اللي حشوفه الممثلة,Finally what the actress showed.,neutral
"00:24:13,000","00:24:15,000",تتوقع حننزل تاني ولا لا؟,You expect a second motel or not?,neutral
"00:24:24,000","00:24:25,000",السلام عليكم,Peace be with you.,neutral
"00:24:25,000","00:24:26,000",حتين,Even though...,neutral
"00:24:26,000","00:24:27,000",حتين جيدة,Even good.,neutral
"00:24:27,000","00:24:28,000",والله صعب مرة,And God is hard once.,neutral
"00:24:28,000","00:24:30,000",حتين سهل فعلاً,Easy even.,neutral
"00:24:30,000","00:24:31,000",وإديتني إيه بقى,And you showed me what's left.,neutral
"00:24:34,000","00:24:36,000",عشان إنت ما تبي تغير أي قرار في حياتك,Because you never change a decision in your life.,anger
"00:24:36,000","00:24:37,000",ولا أنت والله,Neither are you and God.,neutral
"00:24:37,000","00:24:39,000",أنا كلامي مقنع شوي,"I'm convincing, Zoe.",neutral
"00:24:39,000","00:24:41,000",صح صح صح,Right. Right.,neutral
"00:24:41,000","00:24:43,000",إنت جاي بقى عامل حسابك على جوازة على طول,You're Jay. You're still working on a passport along the way.,anger
"00:24:43,000","00:24:45,000",يعني كانت,"I mean, she was...",neutral
"00:24:45,000","00:24:46,000",هذا معصوب,That's blindfolded.,neutral
"00:24:46,000","00:24:47,000",ده إيه ده؟,Eh-Eh-Eh?,neutral
"00:24:48,000","00:24:49,000",يعني إيه؟,Meaning eh?,neutral
"00:24:49,000","00:24:50,000",يعني إنت هتاخد ده,It means you're taking it.,neutral
"00:24:50,000","00:24:51,000",وإلا نأكل مع بعض إيش رأيك؟,Or else we'll eat together. What do you think?,neutral
"00:24:51,000","00:24:53,000",طب إستنى أنا هدق و أديهولك كده كده,Wait a minute. I'm a thriller. I'll give you that.,anger
"00:24:53,000","00:24:54,000",أوكي نايس,"Okay, Nice.",neutral
"00:24:55,000","00:24:57,000",هذا إيش بس أنا ما أعرف والله,"That's Ish, but I don't know. God.",neutral
"00:24:57,000","00:24:58,000",ده موز,That's bananas.,neutral
"00:24:58,000","00:25:00,000",إيه والجوه موز فيه موز,And it's bananas in it.,neutral
"00:25:00,000","00:25:02,000",ليل ديه درجة كده ما أعجبك,Lil has a degree. That's how you like it.,neutral
"00:25:02,000","00:25:03,000",يا أم علي,"Hey, mom, Ali.",neutral
"00:25:06,000","00:25:08,000",طب إنت دوقت أم علي قبل كده؟,You're the Duchess or me before that?,neutral
"00:25:08,000","00:25:09,000",إيه كتير,E-cater.,neutral
"00:25:10,000","00:25:12,000",هذا أحلى شي صار في حلقة اليوم,That's the sweetest thing ever.,neutral
"00:25:15,000","00:25:16,000",ماي تايت ما أتاتني واحد,May Tate never got me one.,neutral
"00:25:16,000","00:25:17,000",تستهل,You start.,neutral
"00:25:17,000","00:25:19,000",إنتي قلتي ما شعر و مدل فيه أشياء يعني,You said what he felt and spoiled things that meant.,anger
"00:25:19,000","00:25:20,000",بس إنت كريم عمتاً يعني,But you're generous. Aunty means...,neutral
"00:25:20,000","00:25:21,000",فدتيني واحد,You got me one.,neutral
"00:25:21,000","00:25:22,000",أنا ميني كريم؟,I'm Minnie Cream?,neutral
"00:25:22,000","00:25:23,000",إنت كريم في الأرقام,You're generous in numbers.,neutral
"00:25:24,000","00:25:25,000",يعني الحين ماي تايت بديتك خمسة صح؟,"It means right now, May Tate, you're five, right?",neutral
"00:25:25,000","00:25:26,000",أه,Uh...,neutral
"00:25:26,000","00:25:28,000",الرد فلاكز إنتي مرة ضحكتيني,"Flacks, you once laughed at me.",neutral
"00:25:28,000","00:25:30,000",أنا شو أنت جاي الكلون؟,I'm Shaw. You're Jay Chloe?,neutral
"00:25:30,000","00:25:32,000",لا جاي ضحكت يعني حلو,"No, Jay laughed. It means sweet.",neutral
"00:25:32,000","00:25:34,000",الكلام كان الموضوع ضحك يعني و كده,Talking was a laugh. That's it.,neutral
"00:25:34,000","00:25:36,000",إيه الوادينغ مالو؟,What's the Wading Mallow?,neutral
"00:25:38,000","00:25:39,000",فدتني,You got me.,neutral
"00:25:39,000","00:25:41,000",سالف مية ألف وتسعمية و سبعة و ستين,Twenty-seven.,neutral
"00:25:41,000","00:25:43,000",جبت مني تسعمية و سبعة و ستين,You've got me nine and sixty-seven.,neutral
"00:25:43,000","00:25:44,000",بالزكاة كترت,Zach card.,neutral
"00:25:44,000","00:25:45,000",كترت,Cart.,neutral
"00:25:45,000","00:25:46,000",كتر,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey.",neutral
"00:25:46,000","00:25:47,000",كتر الله خيري,God's saving my charity.,neutral
"00:25:47,000","00:25:49,000",كتر خيرك فعلاً,Your very best.,neutral
"00:25:49,000","00:25:51,000",كتر خيرك إنت هركبت الطيارة,Good for you. You took off the plane.,neutral
"00:25:51,000","00:25:52,000",وقيت,And I...,neutral
"00:25:52,000","00:25:53,000",والله أنا بصرت,"And God, I've seen it.",neutral
"00:25:53,000","00:25:54,000",ولبس بابيون,And wear papion.,neutral
"00:25:54,000","00:25:55,000",كيف بس؟,How's that?,neutral
"00:25:56,000","00:25:57,000",كيف فرحك لما لبس كده دلوقتي؟,How do you feel about what I'm wearing?,neutral
"00:25:57,000","00:25:58,000",ثوب,A dress.,neutral
"00:25:58,000","00:25:59,000",ثوب؟,A dress?,neutral
"00:25:59,000","00:26:00,000",آي,Aye.,neutral
"00:26:00,000","00:26:02,000",أيوة صح ما تبقى مع صحابك بقى,What's left with your friends is left.,neutral
"00:26:02,000","00:26:03,000",صحابي الأولاد و عمرو ديافو,Boys' friends and Omar Diafu.,neutral
"00:26:03,000","00:26:04,000",أيوة و عمرو ديافو,"Yeah, and Imro Diafu.",neutral
"00:26:04,000","00:26:05,000",هنتجنن عليها كلها,You're gonna get all over it.,neutral
"00:26:05,000","00:26:06,000",وتمرحوسني و,"And you're freaking me out, and...",neutral
"00:26:06,000","00:26:07,000",عبدالمجيد عبدالله,Abdaljid Abdullah,neutral
"00:26:07,000","00:26:08,000",قبل ما يعني,Before he means...,neutral
"00:26:08,000","00:26:09,000",لازم تسمعي لازم تسمعي لازم,You need to hear. You need to hear.,neutral
"00:26:10,000","00:26:11,000",لا تنسوا تعملوا لايك للفيديو ديا,Don't forget to work on the video.,neutral
"00:26:11,000","00:26:14,000",وعملوا فاولو البنش سويكل على كل السوشال ميديا بلاتفولب,"And they made Falo the Bunch Swiggles on all the slashes, Media Platvolp.",anger
"00:26:14,000","00:26:16,000",أنت أنا لشان أنت جاي مصر بتاكل أكل سعودي,You're me. You're Jay. Egypt eating Saudi.,neutral
"00:26:16,000","00:26:17,000",وتنكد علي,And lean on me.,neutral
"00:26:17,000","00:26:19,000",أنا اتفاجئت أنه هذا فيه,I'm surprised it's in him.,neutral
"00:26:19,000","00:26:21,000",أنا ما قلت لك معصوب في واحدة من الاثنين,I never told you blindfolded on one of the two.,anger
"00:26:22,000","00:26:23,000",يا ماي تايب يا ويدين,"Hey, May Tip, Wadeine.",neutral
"00:26:23,000","00:26:24,000",قلت لك دلوقتي هنزل معصوب,"I told you right now, I'm going down blind.",neutral
"00:26:24,000","00:26:25,000",شوف هنزل فقط شي,There's just one thing coming down.,neutral
"00:26:25,000","00:26:27,000",أوه ده اللي أنت قلته هو,"Oh, that's what you said.",neutral
"00:26:27,000","00:26:28,000",موز,Bananas.,neutral
"00:26:28,000","00:26:30,000",عايز تحط موز في الفرح,I want bananas in joy.,neutral
"00:26:30,000","00:26:32,000",والله العظيم مرة ما هيكون في الفرح,And God is great. Once they're in joy.,neutral
"00:26:32,000","00:26:33,000",الفرح كبسها,Joy's pinned.,neutral
"00:26:33,000","00:26:34,000",فالجزء الرجالي بقى,The male part stays.,neutral
"00:26:34,000","00:26:36,000",الجزء الرجالي شوف أنا في الرجالي,The guys part. I'm in the guys.,neutral
"00:26:36,000","00:26:37,000",هيك القرارات كلها اللي بيجي,"Heck, all the decisions Peggy made.",neutral
"00:26:37,000","00:26:38,000",كلها اللي بيجي,All Peggy.,neutral
"00:26:38,000","00:26:40,000",وبعدها نحط الفرح على البلاد,And then we put joy on the country.,neutral
"00:00:00,000","00:00:01,000",آه يعني أنت تخينة شوي؟,"Ah, you mean you're cheating on Choi?",neutral
"00:00:01,000","00:00:04,000",أنت رود أو بجح أو وقح,You're a Rhod or a slut or a slut.,neutral
"00:00:04,000","00:00:06,000",ده The Blind Date Show,That's the Blind Date Show.,neutral
"00:00:06,000","00:00:08,000",ودول اتنين مايعرفوش بعض,And countries that don't know each other.,neutral
"00:00:16,000","00:00:17,000",كل واحد فيهم مش شايف التاني,Every single one of them isn't the next one.,neutral
"00:00:17,000","00:00:19,000",وبينهم الحيطة دي,"And there's a precaution in them, D.",neutral
"00:00:19,000","00:00:22,000",البلاين ديت بتاعنا عبارة عن ثري راونز,Blaine Ditt. Ours is a rich Rawnes.,neutral
"00:00:22,000","00:00:25,000",كل راونز بينزل لهم موضوع لازم يتكلموا فيه,All the Ransom Penzels have a subject to talk about.,neutral
"00:00:25,000","00:00:27,000",المواضيع ديها علاقة بالجواز,The subject has something to do with the passport.,neutral
"00:00:27,000","00:00:28,000",لبس,Clothes.,neutral
"00:00:28,000","00:00:28,000",فلوس,Folks.,neutral
"00:00:28,000","00:00:29,000",شغل,Play.,neutral
"00:00:29,000","00:00:30,000",وحاجات تانية كتير,And many more needs.,neutral
"00:00:30,000","00:00:31,000",بعد كل راوند,After every rhubarb.,neutral
"00:00:31,000","00:00:33,000",كل واحد بيدي التاني ريتينغ,"I've got everyone in my own hands, Ritteng.",anger
"00:00:33,000","00:00:36,000",على حسب هم شبه بعض الدي إيه في الراوند دي,They're similar to some DEA at the Rhinod D.,neutral
"00:00:36,000","00:00:39,000",وفي الآخر قبل ما كل واحد يعرف كان قاعد في ديت مع مين,"And on the other hand, before everyone knew it, it was a Dette rule with Min.",anger
"00:00:39,000","00:00:41,000",بيقرروا لو هينزلوا ديت تاني ولا لا,They decide whether or not Henslow Dit Tani.,neutral
"00:00:41,000","00:00:44,000",كتير من تاني,That's a lot more than that.,neutral
"00:00:59,000","00:00:59,000",هاي,Hey.,neutral
"00:00:59,000","00:01:00,000",هاي,Hey.,neutral
"00:01:00,000","00:01:02,000",وأخيراً قدرت أحكي,"Finally, I could tell.",neutral
"00:01:02,000","00:01:03,000",إزايك؟,Isaac?,neutral
"00:01:03,000","00:01:04,000",تمام إزايك أنت؟,All right. You?,neutral
"00:01:04,000","00:01:05,000",الأخبار,News.,neutral
"00:01:05,000","00:01:07,000",تمام الأخبار عم بقايا؟,"All right, what's the remains?",neutral
"00:01:07,000","00:01:09,000",أنت مش مصري,You're not Egyptian.,neutral
"00:01:09,000","00:01:10,000",أنا مش مصري,I'm not Egyptian.,neutral
"00:01:11,000","00:01:12,000",منين؟,From where?,neutral
"00:01:12,000","00:01:14,000",يعني ممكن هيك لقدام أشوف إذا بتحزني,It means heck to come see if I'm sad.,neutral
"00:01:14,000","00:01:15,000",هيك؟,Heck?,neutral
"00:01:15,000","00:01:16,000",يبقى لبنان,Lebanon stays.,neutral
"00:01:16,000","00:01:16,000",لبناني؟,Lebanese?,neutral
"00:01:16,000","00:01:17,000",أجل,Yeah.,neutral
"00:01:17,000","00:01:18,000",سوريا؟,Syria?,neutral
"00:01:18,000","00:01:19,000",لا,No.,neutral
"00:01:19,000","00:01:21,000",أنت برجل إيه طيب؟,"You're a good man, aren't you?",neutral
"00:01:21,000","00:01:22,000",عذراء,Virgin.,neutral
"00:01:23,000","00:01:24,000",العذراء,Virgin.,neutral
"00:01:24,000","00:01:24,000",أنت برجل إيه؟,You with a man?,neutral
"00:01:24,000","00:01:25,000",الأسد,Leo!,neutral
"00:01:25,000","00:01:28,000",بس هيك فاهمة علي منيها أنا جايب أحكي وأنت فاهمة علي,"But heck, I get it. I get it. I get it.",neutral
"00:01:28,000","00:01:29,000",فاللهجة لأسد كمان,The tone is for a violin lion.,neutral
"00:01:29,000","00:01:30,000",لماحة,For a glimpse.,neutral
"00:01:31,000","00:01:32,000",برجل إيش؟,With the Ish guy?,neutral
"00:01:33,000","00:01:35,000",أنت كمان مش بتركز من أولها؟,"You're not focused, are you?",neutral
"00:01:35,000","00:01:36,000",آه بتخوفي شوي الأسد,"Oh, I'm afraid, grill the lion.",neutral
"00:01:36,000","00:01:37,000",شوي,Choi.,neutral
"00:01:37,000","00:01:38,000",طيب أنا عايزة أعرف أنت مين بجد,"Okay, I want to know. You're serious.",neutral
"00:01:38,000","00:01:40,000",مش تونس مش مغرب,Not Tunisia. Not Moroccan.,neutral
"00:01:40,000","00:01:41,000",لا بعيد شوي,"Not far, Choi.",neutral
"00:01:41,000","00:01:42,000",أردن؟,Arden?,neutral
"00:01:42,000","00:01:43,000",يعني ممكن,It means it's possible.,neutral
"00:01:43,000","00:01:44,000",من أردن؟,Who's Arden?,neutral
"00:01:44,000","00:01:45,000",من الأردن نعم,From Jordan. Yeah.,neutral
"00:01:45,000","00:01:46,000",بتعرف إيه أنا اسم الأردن؟,Know what the name of Jordan is?,neutral
"00:01:46,000","00:01:47,000",لا ما أعرفش,"No, I don't.",neutral
"00:01:47,000","00:01:49,000",ما عم بك سمعتي أنا إيه حدا من الأردن؟,"What about you, my reputation I'm any different from Jordan?",anger
"00:01:49,000","00:01:50,000",لا خالص,"No, pure.",neutral
"00:01:50,000","00:01:51,000",ما بتعرفيش حاجة عن الأردن؟,What do you know about Jordan?,neutral
"00:01:52,000","00:01:53,000",والله هي مشكلة صراحة,And God is a problem. Honestly.,neutral
"00:01:53,000","00:01:54,000",آخري حدود مصر,Last of Egypt's border.,neutral
"00:01:54,000","00:01:56,000",طيب أنت عندك كم سنة؟,"Well, you've had how many years?",neutral
"00:01:56,000","00:01:57,000",22 وأنت؟,And you're 22?,neutral
"00:01:57,000","00:01:58,000",آه والله صغيرة,"Oh, and God is young.",neutral
"00:01:58,000","00:01:59,000",أنا 27,I'm 27.,neutral
"00:01:59,000","00:02:01,000",مش فرق مش كبير يعني,It doesn't make a difference. It doesn't mean big.,anger
"00:02:01,000","00:02:03,000",حسب الكلام هلأ بيبين معنا,"Hey, Pippin with us.",neutral
"00:02:03,000","00:02:04,000",أوكي نشوف,"Okay, we'll see.",neutral
"00:02:04,000","00:02:05,000",طيب شو بتدرسين؟,"Okay, Shaw, you're studying?",neutral
"00:02:05,000","00:02:07,000",أنا في كلية حقوق,I'm in law school.,neutral
"00:02:07,000","00:02:08,000",حقوق وحامية وهيك؟,Rights and protector and heck?,neutral
"00:02:08,000","00:02:09,000",آه عنيدة,Ugh. Stubborn.,neutral
"00:02:09,000","00:02:11,000",قانون قضايا ومن بدايتها؟,Case law from the beginning?,neutral
"00:02:11,000","00:02:13,000",لا مين بيحب المشاكل؟,No. Who likes trouble?,neutral
"00:02:13,000","00:02:15,000",يعني إحنا هنتمشكل من أولها عشان,It means we're being formed by the first of them.,anger
"00:02:15,000","00:02:16,000",لا لا أبداً,"No, not at all.",neutral
"00:02:16,000","00:02:16,000",آه؟,Ah?,neutral
"00:02:16,000","00:02:17,000",أبداً,Never.,neutral
"00:02:17,000","00:02:18,000",يعني هتكوني سهلة,It means you're easy.,neutral
"00:02:19,000","00:02:19,000",نعم؟,Yeah?,neutral
"00:02:19,000","00:02:21,000",هتكوني سهلة؟,You gonna be easy?,neutral
"00:02:21,000","00:02:23,000",لا لا مش هبسهلة برضه,"No, it's not easy for him to say yes.",neutral
"00:02:23,000","00:02:24,000",طب أنا عندي سؤال,I have a question.,neutral
"00:02:24,000","00:02:25,000",أنا مش عارف إيش أناديكي مبدئياً,I don't know what to call you in principle.,neutral
"00:02:25,000","00:02:27,000",تعالي نختار إيه على أسماء؟,"Come on, pick what names?",neutral
"00:02:27,000","00:02:27,000",حلو,Sweet.,neutral
"00:02:27,000","00:02:29,000",بس أسماء أجنبية بقى اللي هو,But only foreign names remain.,neutral
"00:02:29,000","00:02:29,000",out of the box,out of the box,neutral
"00:02:29,000","00:02:31,000",أنا بحب الأسماء العربية أكتر صراحة,I like Arab names better. Honestly.,neutral
"00:02:31,000","00:02:33,000",طيب خلاص أنت اختار وأنا اختار,"Okay, well, you chose, and I chose.",neutral
"00:02:33,000","00:02:35,000",يعني أنا حاسب ممكن تكوني سارة,It means I'm a computer. You can be Sarah.,neutral
"00:02:35,000","00:02:37,000",إنه كانوا يسموني سارة,They used to call me Sarah.,neutral
"00:02:37,000","00:02:37,000",سارة اسم حلو,Sarah's a sweet name.,neutral
"00:02:37,000","00:02:38,000",كانوا يسموني اسم أبشع,They used to call me a horrid name.,neutral
"00:02:38,000","00:02:39,000",شو اسمه؟,Shaw's name?,neutral
"00:02:39,000","00:02:40,000",أمورة,His stuff.,neutral
"00:02:40,000","00:02:40,000",إيه؟,Eh?,neutral
"00:02:40,000","00:02:42,000",كانوا يسموني أمورة,They used to call me his things.,neutral
"00:02:42,000","00:02:42,000",أمورة؟,His stuff?,neutral
"00:02:42,000","00:02:43,000",أوه,Oh.,neutral
"00:02:44,000","00:02:45,000",وفي اسم أمورة؟,In the name of his affairs?,neutral
"00:02:45,000","00:02:46,000",أنا بعرف هذا وسط,I know this in the middle.,neutral
"00:02:46,000","00:02:48,000",في أمر في أمر في أمورة,Something about him.,neutral
"00:02:48,000","00:02:49,000",آه في أمر بس أمورة,"Oh, it's just... it's just... it's just... it's just... it's just...",anger
"00:02:49,000","00:02:50,000",الحمد لله هم صراحة,Thank God they're honest.,neutral
"00:02:57,000","00:02:58,000",حسن؟,Okay?,neutral
"00:02:58,000","00:02:59,000",مع أنه بعيد عني شوي بس أوكي,"Even though it's a long way from me, it's just okay.",anger
"00:03:01,000","00:03:02,000",لا هاي أول مرة,"No, it's the first time.",neutral
"00:03:02,000","00:03:03,000",وأنا كمان أول مرة,And I'm a violin for the first time.,neutral
"00:03:03,000","00:03:04,000",كيف شايف التجربة؟,How's the experiment?,neutral
"00:03:04,000","00:03:06,000",موترة شوي بصراحة,"Shwe's motor, honestly.",neutral
"00:03:06,000","00:03:06,000",بس يعني,It means...,neutral
"00:03:06,000","00:03:07,000",هي صعبة شوي صح؟,"She's tough, huh?",neutral
"00:03:07,000","00:03:09,000",بس حسن بدأت أفك شوي بالكلام,It's okay. I'm starting to talk.,neutral
"00:03:09,000","00:03:10,000",هنتعود هنتعود,- We're ready. - We're gonna go.,neutral
"00:03:10,000","00:03:11,000",يلا هلأ منشوف,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey!",anger
"00:03:21,000","00:03:22,000",نزلك إيه؟,Your... your... your... your... your... your... your... your... your... your... your... your... your... your... your... your...,neutral
"00:03:22,000","00:03:23,000",نزلي مشروم سوب,Shore-shop mooring.,neutral
"00:03:25,000","00:03:25,000",مشروم؟,Mushrooms?,neutral
"00:03:25,000","00:03:26,000",آه,Aah!,neutral
"00:03:26,000","00:03:26,000",تحبين؟,Love?,neutral
"00:03:26,000","00:03:27,000",الحمد لله,Thank God.,neutral
"00:03:27,000","00:03:28,000",لا لا عندي حسية من مشروم,"No, no. I have a sense of mushrooms.",neutral
"00:03:28,000","00:03:29,000",عنديك حسية من مشروم؟,You have a sense of mushrooms?,neutral
"00:03:30,000","00:03:31,000",وأنا ما بأهبهوش كتير بايضا,And I don't brag too much either.,neutral
"00:03:31,000","00:03:32,000",طب تاخد بتاعتي؟,Doctors taking my stuff?,neutral
"00:03:32,000","00:03:33,000",إنتي إنتي عنديك إيش؟,You've got an Ish?,neutral
"00:03:34,000","00:03:35,000",توميتو سوب,Tomitto soup.,neutral
"00:03:35,000","00:03:36,000",لطيف,Nice.,neutral
"00:03:36,000","00:03:37,000",تجربها؟,Try it?,neutral
"00:03:37,000","00:03:38,000",بدل,Change.,neutral
"00:03:38,000","00:03:39,000",عادي والحساسية بتاعتي؟,Normal and allergic to my stuff?,neutral
"00:03:39,000","00:03:41,000",آه صح نسيت أنا,"Oh, right. I forgot.",neutral
"00:03:41,000","00:03:41,000",أناني,Selfish.,neutral
"00:03:41,000","00:03:42,000",سوري,Suri!,neutral
"00:03:42,000","00:03:43,000",لا مش أناني أنا نسيت,"No, it's not selfish. I forgot.",neutral
"00:03:43,000","00:03:43,000",يعني عادي,It means normal.,neutral
"00:03:43,000","00:03:44,000",طب أدوها و أديها لك,I did it and I did it for you.,neutral
"00:03:44,000","00:03:45,000",مفيش داعي,There's no need.,neutral
"00:03:45,000","00:03:46,000",أحرقته ولا إيه؟,"You burned it, didn't you?",neutral
"00:03:46,000","00:03:48,000",آه أنا نسيت,"Oh, I forgot.",neutral
"00:03:48,000","00:03:50,000",فحسيت حالي عملت مشكلة كبيرة,I felt it. I did a big deal.,neutral
"00:03:50,000","00:03:50,000",لا لا لا أبدا,"No, no, no, not at all.",neutral
"00:03:50,000","00:03:51,000",مفيش مشكلة,No problem.,neutral
"00:03:51,000","00:03:53,000",إنت شايف السيجمنت اللي عندنا إيه؟,"You're the segmet chef we've got, eh?",neutral
"00:03:53,000","00:03:54,000",dream guy و dream girl,♪ dream guy and dream girl ♪,neutral
"00:03:54,000","00:03:57,000",احكي لي أكتر عن فتاة أحلامك,Tell me more about your dream girl.,neutral
"00:03:57,000","00:03:57,000",عارف أن أنتو,I know that you are.,neutral
"00:03:57,000","00:03:58,000",بتحس إنه ممكن,It feels possible.,neutral
"00:03:58,000","00:04:00,000",عارف أنا برج العذراء بيكي قوي,I know. I'm the Virgin Tower. Becky's strong.,neutral
"00:04:00,000","00:04:02,000",عنا مشاكل صراحة و عقد نفسية,"We have issues, frankly, and a psychological contract.",neutral
"00:04:02,000","00:04:03,000",إنت معترف؟,You're a confessor?,neutral
"00:04:03,000","00:04:04,000",عادي كده؟,Normal like that?,neutral
"00:04:04,000","00:04:04,000",يعني نعم,It means yes.,neutral
"00:04:04,000","00:04:05,000",طب جمّل الكلام,Precisely speaking medicine.,neutral
